"","RMS.CDW.ID","General.Offense.Number","Offense.Code","Offense.Code.Extension","Offense.Type","Summary.Offense.Code","Summarized.Offense.Description","Date.Reported","Occurred.Date.or.Date.Range.Start","Occurred.Date.Range.End","Hundred.Block.Location","District.Sector","Zone.Beat","Census.Tract.2000","Longitude","Latitude","Location","Month","Year"
"6614",1414054,2010902214,"2903",0,"PROPERTY DAMAGE-NON RESIDENTIA","2900","PROPERTY DAMAGE","12/02/2010 06:02:00 PM","11/29/2010 08:00:00 PM","12/01/2010 08:00:00 AM","1XX BLOCK OF HARVARD AV E","E","E1","7402.1009",-122.32219696,47.619316101,"(47.619316101, -122.32219696)",12,2010
"977005",1102065,2016460395,"X",21,"DISTURBANCE-OTH","X","DISTURBANCE","12/23/2016 11:08:00 PM","12/23/2016 10:18:00 PM","","6XX BLOCK OF E PINE ST","E","E3","8400.1005",-122.323944092,47.615226746,"(47.615226746, -122.323944092)",12,2016
"1091556",1407239,201114951,"2308",0,"THEFT-BUILDING","2300","OTHER PROPERTY","01/13/2011 03:39:00 PM","01/13/2011 03:21:00 PM","01/13/2011 03:39:00 PM","25XX BLOCK OF 3 AV","D","D1","8001.1009",-122.347496033,47.61630249,"(47.61630249, -122.347496033)",1,2011
"50199",1081117,2016425356,"2399",3,"THEFT-OTH","2300","OTHER PROPERTY","11/25/2016 02:37:00 PM","11/25/2016 02:37:00 PM","","13XX BLOCK OF ALASKAN WY","M","M1","8100.1015",-122.340873718,47.606407166,"(47.606407166, -122.340873718)",11,2016
"870043",896876,201316444,"2205",0,"BURGLARY-NOFORCE-NONRES","2200","BURGLARY","01/15/2013 05:41:00 AM","01/10/2013 02:00:00 AM","01/15/2013 04:00:00 AM","21XX BLOCK OF 5 AV","D","D2","7200.1057",-122.341125488,47.614879608,"(47.614879608, -122.341125488)",1,2013
"1049241",1336271,2017446506,"1305",0,"ASSLT-AGG-WEAPON","1300","ASSAULT","12/03/2017 11:55:00 PM","12/03/2017 09:54:00 PM","","17XX BLOCK OF 13 AV S","R","R1","9400.1004",-122.315986633,47.587684631,"(47.587684631, -122.315986633)",12,2017
"395247",248485,2011187710,"X",21,"DISTURBANCE-OTH","X","DISTURBANCE","06/11/2011 11:38:00 PM","06/11/2011 11:38:00 PM","","71XX BLOCK OF 29 AV SW","F","F1","10701.2002",-122.369811789,47.538277651,"(47.538277651, -122.369811789)",6,2011
"904768",943764,2012902070,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","05/12/2012 08:40:00 AM","05/11/2012 03:00:00 PM","05/11/2012 04:00:00 PM","ALASKAN WY / PIKE ST","M","M1","8100.1013",-122.342651367,47.607841492,"(47.607841492, -122.342651367)",5,2012
"879434",908550,2012376079,"2308",0,"THEFT-BUILDING","2300","OTHER PROPERTY","11/02/2012 01:32:00 PM","10/31/2012 11:00:00 PM","11/01/2012 01:00:00 AM","47XX BLOCK OF 19 AV NE","U","U1","5301.1000",-122.3072052,47.663955688,"(47.663955688, -122.3072052)",11,2012
"601789",1127497,2016427377,"1313",0,"ASSLT-NONAGG","1300","ASSAULT","11/27/2016 12:19:00 PM","11/27/2016 12:19:00 PM","","10XX BLOCK OF SPRING ST","E","E3","8300.1003",-122.326347351,47.60982132,"(47.60982132, -122.326347351)",11,2016
"626883",1250129,2017274756,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","07/27/2017 12:52:00 PM","07/23/2017 05:40:00 AM","","66XX BLOCK OF 43 AV S","S","S2","11101.4022",-122.279754639,47.542888641,"(47.542888641, -122.279754639)",7,2017
"104382",1447853,2010145661,"X",47,"PROPERTY FOUND","X","STOLEN PROPERTY","05/04/2010 08:16:00 PM","05/04/2010 07:25:00 PM","","23XX BLOCK OF E UNION ST","C","C3","7700.3017",-122.302062988,47.612941742,"(47.612941742, -122.302062988)",5,2010
"317784",1281651,2017347323,"2303",0,"THEFT-SHOPLIFT","2300","SHOPLIFTING","09/18/2017 02:18:00 AM","09/18/2017 02:18:00 AM","","5XX BLOCK OF QUEEN ANNE AV N","Q","Q3","7100.2007",-122.356712341,47.62392807,"(47.62392807, -122.356712341)",9,2017
"450637",321688,201014861,"5404",0,"DUI-LIQUOR","5400","DUI","01/14/2010 01:40:00 AM","01/14/2010 01:40:00 AM","","40XX BLOCK OF AURORA AV N","B","B3","5400.4007",-122.34732555,47.656026142,"(47.656026142, -122.34732555)",1,2010
"61157",1091260,2016273001,"2203",0,"BURGLARY-FORCE-NONRES","2200","BURGLARY","07/30/2016 03:21:00 AM","07/30/2016 03:21:00 AM","","21XX BLOCK OF WESTERN AV","D","D1","8002.2006",-122.345420837,47.611557007,"(47.611557007, -122.345420837)",7,2016
"226417",1519429,200968154,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","02/25/2009 11:04:00 AM","02/24/2009 11:00:00 PM","02/25/2009 08:30:00 AM","15XX BLOCK OF LAKEVIEW BV E","C","C1","6600.1005",-122.322395325,47.633781433,"(47.633781433, -122.322395325)",2,2009
"799713",792771,201472854,"X",21,"DISTURBANCE-OTH","X","DISTURBANCE","03/08/2014 11:43:00 PM","03/08/2014 11:18:00 PM","","5XX BLOCK OF S KING ST","K","K3","9100.2002",-122.327018738,47.59835434,"(47.59835434, -122.327018738)",3,2014
"135778",1163905,2017109300,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","03/29/2017 05:44:00 AM","03/28/2017 10:00:00 PM","03/29/2017 05:30:00 AM","2XX BLOCK OF DEXTER AV N","D","D2","7200.1038",-122.342384338,47.620304108,"(47.620304108, -122.342384338)",3,2017
"684378",654326,201629111,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","01/25/2016 10:24:00 AM","01/25/2016 10:24:00 AM","","16XX BLOCK OF BIGELOW AV N","Q","Q2","6700.4026",-122.348342896,47.634010315,"(47.634010315, -122.348342896)",1,2016
"58532",1088794,2016439169,"1305",0,"ASSLT-AGG-WEAPON","1300","ASSAULT","12/06/2016 06:02:00 PM","12/06/2016 05:40:00 PM","12/06/2016 06:02:00 PM","3XX BLOCK OF PINE ST","M","M2","8100.2002",-122.338150024,47.610973358,"(47.610973358, -122.338150024)",12,2016
"882254",911995,2012347388,"2404",1,"VEH-THEFT-AUTO","2400","VEHICLE THEFT","10/10/2012 06:17:00 PM","10/10/2012 05:30:00 AM","10/10/2012 06:15:00 PM","1XX BLOCK OF NE 103 ST","L","L2","1900.1006",-122.327888489,47.703174591,"(47.703174591, -122.327888489)",10,2012
"9849",1042115,2016347917,"2303",0,"THEFT-SHOPLIFT","2300","SHOPLIFTING","09/25/2016 09:58:00 AM","09/25/2016 09:58:00 AM","","27XX BLOCK OF RAINIER AV S","R","R2","10001.1002",-122.299156189,47.579673767,"(47.579673767, -122.299156189)",9,2016
"135971",1164237,2017902865,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","03/31/2017 08:21:00 AM","03/27/2017 07:43:00 AM","03/27/2017 07:45:00 AM","11XX BLOCK OF N 90 ST","N","N3","1800.3011",-122.342948914,47.69417572,"(47.69417572, -122.342948914)",3,2017
"696488",669997,201675902,"2308",0,"THEFT-BUILDING","2300","OTHER PROPERTY","03/03/2016 07:48:00 AM","03/02/2016 09:00:00 PM","03/03/2016 07:00:00 AM","40XX BLOCK OF NE 55 ST","U","U3","4200.2015",-122.283477783,47.668506622,"(47.668506622, -122.283477783)",3,2016
"543782",428412,2008169218,"5311",1,"DISORDERLY CONDUCT","5300","DISORDERLY CONDUCT","05/11/2008 12:31:00 PM","05/11/2008 12:31:00 PM","","11XX BLOCK OF 3 AV","K","K1","8100.2032",-122.334997614,47.606693827,"(47.606693827, -122.334997614)",5,2008
"782143",767531,2014166944,"X",47,"PROPERTY FOUND","X","STOLEN PROPERTY","05/28/2014 04:26:00 AM","05/28/2014 04:26:00 AM","","15XX BLOCK OF 12 AV","E","E2","7500.4006",-122.316848755,47.614685059,"(47.614685059, -122.316848755)",5,2014
"635641",1265559,2017264580,"2205",0,"BURGLARY-NOFORCE-NONRES","2200","BURGLARY","07/20/2017 10:42:00 AM","07/19/2017 07:45:00 PM","07/20/2017 07:30:00 AM","2XX BLOCK OF THOMAS ST","Q","Q3","7100.2001",-122.352165222,47.620925903,"(47.620925903, -122.352165222)",7,2017
"269642",1562730,2008209361,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","06/10/2008 03:20:00 PM","06/10/2008 01:00:00 PM","06/10/2008 01:30:00 PM","ALASKAN WY S / S MAIN ST","K","K2","9200.2012",-122.335914612,47.600048065,"(47.600048065, -122.335914612)",6,2008
"912003",952493,201284585,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","03/20/2012 10:35:00 AM","03/20/2012 07:00:00 AM","03/20/2012 09:45:00 AM","14XX BLOCK OF HUBBELL PL","E","E3","8200.3001",-122.33000946,47.612258911,"(47.612258911, -122.33000946)",3,2012
"714156",687645,2015272560,"2308",0,"THEFT-BUILDING","2300","OTHER PROPERTY","08/07/2015 04:38:00 AM","08/07/2015 04:38:00 AM","","14XX BLOCK OF NW MARKET ST","B","B1","4700.3021",-122.374900818,47.66866684,"(47.66866684, -122.374900818)",8,2015
"815217",832109,201421089,"2304",2,"THEFT-LICENSE PLATE","2300","OTHER PROPERTY","01/20/2014 04:04:00 AM","01/18/2014 01:20:00 AM","01/20/2014 03:55:00 AM","7XX BLOCK OF N 135 ST","N","N1","401.3000",-122.347862244,47.726863861,"(47.726863861, -122.347862244)",1,2014
"45449",1076762,2016415375,"2204",0,"BURGLARY-NOFORCE-RES","2200","BURGLARY","11/17/2016 04:15:00 AM","11/16/2016 08:00:00 PM","11/17/2016 02:30:00 AM","60XX BLOCK OF 21 AV SW","F","F1","10800.2000",-122.359802246,47.548347473,"(47.548347473, -122.359802246)",11,2016
"402921",257335,2011124720,"5015",1,"WARRARR-FELONY","5000","WARRANT ARREST","04/19/2011 12:03:00 PM","04/19/2011 11:45:00 AM","","20XX BLOCK OF 2 AV","M","M1","8002.1001",-122.3424026,47.612117499,"(47.612117499, -122.3424026)",4,2011
"1051058",1341954,2017463961,"2399",3,"THEFT-OTH","2300","OTHER PROPERTY","12/17/2017 03:08:00 PM","12/16/2017 10:00:00 AM","12/16/2017 02:00:00 PM","62XX BLOCK OF 20 AV NW","B","B1","3300.4008",-122.382125854,47.674190521,"(47.674190521, -122.382125854)",12,2017
"29543",1061848,2016373124,"2404",1,"VEH-THEFT-AUTO","2400","VEHICLE THEFT","10/14/2016 10:26:00 PM","10/14/2016 04:00:00 PM","10/14/2016 07:00:00 PM","6 AV N / VALLEY ST","Q","Q3","6700.2017",-122.344940186,47.626270294,"(47.626270294, -122.344940186)",10,2016
"140430",1462701,201031700,"5015",1,"WARRARR-FELONY","5000","WARRANT ARREST","01/28/2010 10:35:00 AM","01/28/2010 10:35:00 AM","","PIKE ST / 2 AV","M","M1","8100.3003",-122.338905334,47.609283447,"(47.609283447, -122.338905334)",1,2010
"47151",1426392,2010322988,"2308",0,"THEFT-BUILDING","2300","OTHER PROPERTY","09/14/2010 11:53:00 PM","09/14/2010 10:44:00 PM","","23XX BLOCK OF 3 AV","D","D1","8001.2003",-122.345443726,47.615089417,"(47.615089417, -122.345443726)",9,2010
"249253",1543076,2008371626,"2605",0,"FRAUD-CREDIT CARD","2600","FRAUD","10/03/2008 08:03:00 AM","09/18/2008 12:00:00 PM","09/18/2008 09:00:00 PM","5XX BLOCK OF BELLEVUE AV E","NULL","NULL","NULL",-122.326591492,47.623710632,"(47.623710632, -122.326591492)",10,2008
"835474",855869,2013323712,"1313",0,"ASSLT-NONAGG","1300","ASSAULT","09/06/2013 11:50:00 AM","09/06/2013 11:20:00 AM","","74XX BLOCK OF SAND POINT WY NE","U","U3","4000.1028",-122.263679504,47.682525635,"(47.682525635, -122.263679504)",9,2013
"234517",1528176,201849597,"2903",0,"PROPERTY DAMAGE-NON RESIDENTIA","2900","PROPERTY DAMAGE","02/09/2018 11:52:00 AM","02/09/2018 11:52:00 AM","","19XX BLOCK OF 1 AV S","O","O1","9300.3018",-122.334197998,47.585041046,"(47.585041046, -122.334197998)",2,2018
"935629",982644,2011307263,"2404",1,"VEH-THEFT-AUTO","2400","VEHICLE THEFT","09/17/2011 09:28:00 AM","09/17/2011 02:00:00 AM","09/17/2011 09:00:00 AM","41XX BLOCK OF WOODLAND PARK AV N","B","B3","5000.2011",-122.344642639,47.65719223,"(47.65719223, -122.344642639)",9,2011
"950899",1006908,2016274964,"5309",0,"HARASSMENT","5300","THREATS","07/31/2016 02:54:00 PM","07/31/2016 01:47:00 PM","","NW MARKET ST / NW 50 ST","B","B2","4800.1013",-122.359642029,47.665046692,"(47.665046692, -122.359642029)",7,2016
"746699",726011,20158297,"X",21,"DISTURBANCE-OTH","X","DISTURBANCE","01/08/2015 05:50:00 PM","01/08/2015 05:50:00 PM","","123XX BLOCK OF 40 AV NE","L","L3","800.1001",-122.285308838,47.718162537,"(47.718162537, -122.285308838)",1,2015
"854580",878233,2013906200,"2399",1,"THEFT-BICYCLE","2300","BIKE THEFT","05/05/2013 02:33:00 PM","05/05/2013 10:30:00 AM","05/05/2013 01:30:00 PM","85XX BLOCK OF 1 AV NW","J","J1","1701.1015",-122.35799408,47.691520691,"(47.691520691, -122.35799408)",5,2013
"399633",253505,2011152467,"1316",4,"THREATS-OTHER","1300","THREATS","05/13/2011 02:54:00 PM","05/12/2011 12:00:00 PM","","44XX BLOCK OF 37 AV S","R","R3","10100.2011",-122.286044344,47.563472179,"(47.563472179, -122.286044344)",5,2011
"302826",1267852,2017313119,"2399",1,"THEFT-BICYCLE","2300","BIKE THEFT","08/24/2017 03:33:00 PM","08/21/2017 08:00:00 AM","08/23/2017 11:00:00 PM","6XX BLOCK OF FEDERAL AV E","C","C1","6500.3009",-122.318832397,47.624832153,"(47.624832153, -122.318832397)",8,2017
"1005884",1197802,2017171541,"3532",0,"NARC-POSSESS-COCAINE","3500","NARCOTICS","05/16/2017 12:41:00 AM","05/16/2017 12:41:00 AM","","5XX BLOCK OF S JACKSON ST","K","K3","9200.1012",-122.327011108,47.599193573,"(47.599193573, -122.327011108)",5,2017
"32953",1421662,2010358842,"2308",0,"THEFT-BUILDING","2300","OTHER PROPERTY","10/13/2010 10:05:00 PM","10/13/2010 08:07:00 PM","10/13/2010 10:05:00 PM","46XX BLOCK OF STONE WY N","B","B3","5000.1036",-122.341819763,47.662483215,"(47.662483215, -122.341819763)",10,2010
"4875",1037117,2016906101,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","08/30/2016 07:45:00 AM","08/29/2016 09:00:00 PM","08/30/2016 06:35:00 AM","60XX BLOCK OF 33 AV NE","U","U3","4200.5010",-122.292198181,47.673065186,"(47.673065186, -122.292198181)",8,2016
"842",1412402,2010422419,"3542",1,"NARC-POSSESS-METH","3500","NARCOTICS","12/08/2010 01:18:00 AM","12/08/2010 01:18:00 AM","","5XX BLOCK OF 5 AV","K","K1","8500.3006",-122.328857422,47.603340149,"(47.603340149, -122.328857422)",12,2010
"930739",975611,2011345207,"2299",2,"BURGLARY-SECURE PARKING-RES","2299","BURGLARY-SECURE PARKING-RES","10/22/2011 06:08:00 PM","10/22/2011 05:00:00 PM","10/22/2011 06:00:00 PM","3XX BLOCK OF N 130 ST","N","N1","401.3000",-122.354866028,47.723232269,"(47.723232269, -122.354866028)",10,2011
"155735",1469042,2009443037,"2902",0,"PROPERTY DAMAGE-RESIDENTIAL","2900","PROPERTY DAMAGE","12/27/2009 05:26:00 AM","12/27/2009 04:25:00 AM","12/27/2009 04:33:00 AM","XX BLOCK OF CEDAR ST","D","D1","8001.4000",-122.351043701,47.615470886,"(47.615470886, -122.351043701)",12,2009
"951635",1009169,2016160487,"1305",0,"ASSLT-AGG-WEAPON","1300","ASSAULT","05/08/2016 04:08:00 PM","05/08/2016 04:08:00 PM","","4XX BLOCK OF NE NORTHGATE WY","L","L2","1200.4010",-122.324615479,47.708602905,"(47.708602905, -122.324615479)",5,2016
"89675",1441327,2010198415,"2204",0,"BURGLARY-NOFORCE-RES","2200","BURGLARY","06/12/2010 05:37:00 PM","06/12/2010 05:37:00 PM","06/12/2010 05:37:00 PM","46XX BLOCK OF S BRANDON ST","R","R3","10200.4017",-122.274887085,47.553382874,"(47.553382874, -122.274887085)",6,2010
"241583",1535451,2008429905,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","11/16/2008 03:18:00 AM","11/16/2008 03:11:00 AM","","67XX BLOCK OF 13 AV SW","F","F1","10800.1011",-122.351501465,47.540962219,"(47.540962219, -122.351501465)",11,2008
"616212",1138718,201766034,"5015",1,"WARRARR-FELONY","5000","WARRANT ARREST","02/23/2017 12:57:00 AM","02/23/2017 12:57:00 AM","","10XX BLOCK OF S DONOVAN ST","F","F3","11200.3007",-122.318946838,47.525604248,"(47.525604248, -122.318946838)",2,2017
"217677",1510649,2009141565,"2205",0,"BURGLARY-NOFORCE-NONRES","2200","BURGLARY","04/26/2009 05:19:00 PM","04/12/2009 01:00:00 PM","04/26/2009 05:00:00 PM","125XX BLOCK OF 17 AV NE","L","L1","200.5004",-122.310882568,47.7212677,"(47.7212677, -122.310882568)",4,2009
"673703",671018,2015374512,"2605",0,"FRAUD-CREDIT CARD","2600","FRAUD","10/26/2015 01:01:00 PM","10/24/2015 04:19:00 PM","10/25/2015 10:55:00 AM","20XX BLOCK OF 19 AV S","R","R1","9400.3012",-122.308158875,47.585018158,"(47.585018158, -122.308158875)",10,2015
"1087484",1403100,201146035,"2202",0,"BURGLARY-FORCE-RES","2200","BURGLARY","02/08/2011 09:21:00 AM","01/31/2011 12:00:00 PM","02/08/2011 08:00:00 AM","46XX BLOCK OF S BRANDON ST","R","R3","10200.4017",-122.274887085,47.553382874,"(47.553382874, -122.274887085)",2,2011
"505451",385936,200911051,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","01/09/2009 08:25:00 PM","01/08/2009 06:00:00 PM","01/09/2009 08:25:00 PM","9 AV / CHERRY ST","E","E3","8500.1019",-122.325403242,47.606270221,"(47.606270221, -122.325403242)",1,2009
"319146",1282963,2017344754,"1306",0,"ASSLT-AGG-BODYFORCE","1300","ASSAULT","09/15/2017 11:36:00 PM","09/15/2017 11:36:00 PM","","55XX BLOCK OF 15 AV S","O","O3","10402.1005",-122.313484192,47.552345276,"(47.552345276, -122.313484192)",9,2017
"217723",1510692,2009143464,"X",47,"PROPERTY FOUND","X","STOLEN PROPERTY","04/25/2009 02:00:00 PM","04/25/2009 02:00:00 PM","","92XX BLOCK OF RAINIER AV S","S","S3","11800.6020",-122.269989014,47.520557404,"(47.520557404, -122.269989014)",4,2009
"990531",1149042,201771165,"2204",0,"BURGLARY-NOFORCE-RES","2200","BURGLARY","02/27/2017 08:35:00 AM","02/27/2017 02:30:00 AM","02/27/2017 05:30:00 AM","46XX BLOCK OF 21 AV NE","U","U1","4302.1009",-122.305465698,47.662166595,"(47.662166595, -122.305465698)",2,2017
"952439",1011983,2015252060,"2399",1,"THEFT-BICYCLE","2300","BIKE THEFT","07/22/2015 08:53:00 PM","07/22/2015 04:00:00 PM","","14XX BLOCK OF BROADWAY","E","E2","8400.1008",-122.320770264,47.613517761,"(47.613517761, -122.320770264)",7,2015
"259469",1552866,2008289360,"2604",0,"FRAUD-IDENTITY THEFT","2600","FRAUD","08/05/2008 02:42:00 PM","12/20/2006 12:01:00 AM","02/14/2008 11:59:00 PM","21XX BLOCK OF 5 AV W","Q","Q2","6900.1001",-122.363624573,47.638679504,"(47.638679504, -122.363624573)",8,2008
"733283",710443,2015117113,"2699",1,"FRAUD-OTHER","2600","FRAUD","04/10/2015 04:17:00 PM","04/02/2015 12:00:00 PM","","20XX BLOCK OF NW CANOE PL","J","J2","3100.3011",-122.3826828,47.679954529,"(47.679954529, -122.3826828)",4,2015
"871766",898991,20131984,"2399",3,"THEFT-OTH","2300","OTHER PROPERTY","01/02/2013 04:53:00 PM","12/26/2012 05:00:00 PM","","127XX BLOCK OF LAKE CITY WY NE","L","L3","100.5005",-122.293640137,47.721984863,"(47.721984863, -122.293640137)",1,2013
"251334",1545161,2008354682,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","09/21/2008 02:36:00 AM","09/21/2008 02:35:00 AM","","84XX BLOCK OF 20 AV SW","F","F2","11401.3017",-122.359107971,47.527385712,"(47.527385712, -122.359107971)",9,2008
"708489",680153,2015320616,"2303",0,"THEFT-SHOPLIFT","2300","SHOPLIFTING","09/12/2015 06:21:00 PM","09/12/2015 06:21:00 PM","","14XX BLOCK OF 4 AV","M","M3","8100.2010",-122.336227417,47.609718323,"(47.609718323, -122.336227417)",9,2015
"193011",1485471,2009335227,"2606",1,"FRAUD-CHECK","2600","FRAUD","09/22/2009 08:36:00 AM","09/04/2009 08:00:00 AM","09/18/2009 12:00:00 AM","9XX BLOCK OF 23 AV S","G","G3","9000.1013",-122.302215576,47.593803406,"(47.593803406, -122.302215576)",9,2009
"847214",869723,2013220153,"2399",3,"THEFT-OTH","2300","OTHER PROPERTY","06/24/2013 04:03:00 PM","06/14/2013 10:00:00 AM","06/15/2013 01:00:00 AM","1XX BLOCK OF YESLER WY","K","K2","9200.2006",-122.334037781,47.601722717,"(47.601722717, -122.334037781)",6,2013
"910248",950421,201299850,"2404",1,"VEH-THEFT-AUTO","2400","VEHICLE THEFT","04/02/2012 05:26:00 PM","04/01/2012 10:00:00 PM","04/02/2012 05:00:00 PM","RAINIER AV S / S ESTELLE ST","R","R2","10100.4001",-122.293228149,47.571895599,"(47.571895599, -122.293228149)",4,2012
"677415",672030,2015367688,"2202",0,"BURGLARY-FORCE-RES","2200","BURGLARY","10/20/2015 05:37:00 PM","10/20/2015 08:00:00 AM","10/20/2015 05:30:00 PM","92XX BLOCK OF 7 AV NW","J","J1","1702.3008",-122.364700317,47.696960449,"(47.696960449, -122.364700317)",10,2015
"953171",1015115,2016287247,"2610",0,"FRAUD-IDENTITY THEFT","2600","FRAUD","08/09/2016 10:08:00 PM","04/12/2016 12:00:00 PM","","9XX BLOCK OF NW 59 ST","B","B2","4700.1004",-122.369674683,47.67162323,"(47.67162323, -122.369674683)",8,2016
"347751",1308981,2017399264,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/27/2017 03:59:00 PM","10/27/2017 03:59:00 PM","","1 AV / BELL ST","D","D1","8002.2004",-122.346511841,47.613372803,"(47.613372803, -122.346511841)",10,2017
"397793",251560,2011166383,"1313",0,"ASSLT-NONAGG","1300","ASSAULT","05/25/2011 10:21:00 AM","05/25/2011 10:21:00 AM","","4XX BLOCK OF PINE ST","M","M3","8100.2004",-122.337320424,47.611321238,"(47.611321238, -122.337320424)",5,2011
"302519",1590471,201864043,"2301",0,"THEFT-PKPOCKET","2300","PICKPOCKET","02/20/2018 10:21:00 PM","02/20/2018 08:30:00 PM","","30XX BLOCK OF 46 AV SW","W","W1","9702.1012",-122.390769958,47.576583862,"(47.576583862, -122.390769958)",2,2018
"371831",1330383,2017437934,"2202",0,"BURGLARY-FORCE-RES","2200","BURGLARY","11/27/2017 01:48:00 PM","11/27/2017 01:48:00 PM","","96XX BLOCK OF BEACON AV S","S","S3","11700.4005",-122.275085449,47.516712189,"(47.516712189, -122.275085449)",11,2017
"1090033",1405691,201124973,"1313",0,"ASSLT-NONAGG","1300","ASSAULT","01/21/2011 06:20:00 PM","01/21/2011 06:15:00 PM","","15XX BLOCK OF 4 AV","M","M3","8100.2005",-122.336891174,47.610439301,"(47.610439301, -122.336891174)",1,2011
"175923",1476367,2009403645,"X",70,"NARC-FOUND-MARIJU","X","NARCOTICS","11/19/2009 02:22:00 PM","11/19/2009 02:22:00 PM","11/19/2009 02:22:00 PM","6XX BLOCK OF S ALASKA ST","O","O2","9300.3161",-122.325469971,47.561210632,"(47.561210632, -122.325469971)",11,2009
"800670",794713,201467925,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","03/04/2014 07:48:00 PM","02/04/2014 03:45:00 PM","02/04/2014 05:15:00 PM","24XX BLOCK OF 24 AV E","C","C2","6200.2024",-122.302070618,47.640625,"(47.640625, -122.302070618)",3,2014
"319360",1283152,2017341919,"1304",0,"ASSLT-AGG-GUN","1300","ASSAULT","09/14/2017 02:40:00 AM","09/14/2017 02:40:00 AM","","42XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.3008",-122.313186646,47.659053802,"(47.659053802, -122.313186646)",9,2017
"282795",1575021,2008101695,"2399",3,"THEFT-OTH","2300","OTHER PROPERTY","03/19/2008 11:12:00 AM","03/18/2008 07:00:00 AM","","14XX BLOCK OF 5 AV W","Q","Q2","6900.2030",-122.335121155,47.610179901,"(47.610179901, -122.335121155)",3,2008
"124679",1456515,201075924,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","03/07/2010 08:50:00 AM","03/06/2010 10:00:00 PM","03/07/2010 08:45:00 AM","NE 42 ST / PASADENA PL NE","U","U2","5200.1003",-122.321884155,47.657520294,"(47.657520294, -122.321884155)",3,2010
"715956",689985,2015258022,"2903",0,"PROPERTY DAMAGE-NON RESIDENTIA","2900","PROPERTY DAMAGE","07/27/2015 02:40:00 PM","07/27/2015 02:40:00 PM","","36XX BLOCK OF 1 AV S","O","O2","9300.3127",-122.334205627,47.569889069,"(47.569889069, -122.334205627)",7,2015
"879918",909071,2012369216,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/28/2012 12:34:00 AM","10/27/2012 11:51:00 PM","","XX BLOCK OF S LANDER ST","O","O1","9300.2063",-122.335952759,47.579811096,"(47.579811096, -122.335952759)",10,2012
"175811",1078340,2016410609,"2301",0,"THEFT-PKPOCKET","2300","PICKPOCKET","11/13/2016 02:43:00 AM","11/13/2016 02:00:00 AM","","11 AV / E PINE ST","E","E2","7500.4006",-122.318161011,47.615253448,"(47.615253448, -122.318161011)",11,2016
"772294",756132,2014244887,"2699",1,"FRAUD-OTHER","2600","FRAUD","07/26/2014 01:23:00 PM","07/15/2014 07:42:00 PM","","4XX BLOCK OF NE NORTHGATE WY","L","L2","1200.4010",-122.324615479,47.708602905,"(47.708602905, -122.324615479)",7,2014
"757088",737617,2014908739,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","11/06/2014 09:01:00 PM","11/06/2014 05:45:00 PM","11/06/2014 08:00:00 PM","4XX BLOCK OF NE NORTHGATE WY","L","L2","1200.4010",-122.324615479,47.708602905,"(47.708602905, -122.324615479)",11,2014
"349912",1610619,201893538,"3510",0,"NARC-SELL-HEROIN","3500","NARCOTICS","03/15/2018 04:49:00 PM","03/15/2018 04:49:00 PM","","5XX BLOCK OF N 81 ST","J","J3","2800.4018",-122.351257324,47.687664032,"(47.687664032, -122.351257324)",3,2018
"689768",661611,2015434599,"5015",1,"WARRARR-FELONY","5000","WARRANT ARREST","12/15/2015 06:42:00 PM","12/15/2015 06:42:00 PM","","2XX BLOCK OF BROADWAY E","E","E1","7500.5003",-122.320884705,47.620491028,"(47.620491028, -122.320884705)",12,2015
"578613",1635988,2018135628,"2304",2,"THEFT-LICENSE PLATE","2300","OTHER PROPERTY","04/17/2018 10:49:00 PM","03/18/2018 06:00:00 PM","03/26/2018 06:00:00 PM","135XX BLOCK OF LINDEN AV N","N","N2","401.1008",-122.347732544,47.728225708,"(47.728225708, -122.347732544)",4,2018
"131418",1593783,201866395,"2303",0,"THEFT-SHOPLIFT","2300","SHOPLIFTING","02/21/2018 02:57:00 PM","01/31/2018 06:45:00 PM","","42XX BLOCK OF SW MORGAN ST","W","W3","10600.3006",-122.386482239,47.544864655,"(47.544864655, -122.386482239)",2,2018
