"","RMS.CDW.ID","General.Offense.Number","Offense.Code","Offense.Code.Extension","Offense.Type","Summary.Offense.Code","Summarized.Offense.Description","Date.Reported","Occurred.Date.or.Date.Range.Start","Occurred.Date.Range.End","Hundred.Block.Location","District.Sector","Zone.Beat","Census.Tract.2000","Longitude","Latitude","Location","Month","Year"
"87967",1440709,2010205768,"2903",0,"PROPERTY DAMAGE-NON RESIDENTIA","2900","PROPERTY DAMAGE","06/18/2010 12:30:00 AM","06/03/2010 04:00:00 PM","","22XX BLOCK OF AIRPORT WY S","O","O1","9300.3221",-122.321395874,47.583366394,"(47.583366394, -122.321395874)",6,2010
"350002",1610634,201894242,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","03/16/2018 08:18:00 AM","03/15/2018 08:00:00 AM","03/16/2018 08:00:00 AM","20 AV SW / SW ROXBURY ST","F","F2","11402.2012",-122.359199524,47.517360687,"(47.517360687, -122.359199524)",3,2018
"882344",912143,2012345421,"2316",0,"THEFT-MAIL","2300","MAIL THEFT","10/09/2012 08:05:00 AM","10/09/2012 08:05:00 AM","","28XX BLOCK OF 13 AV S","R","R1","10002.1003",-122.315994263,47.578201294,"(47.578201294, -122.315994263)",10,2012
"245494",1539306,2008398290,"2799",0,"EMBEZZLE","2700","EMBEZZLE","10/23/2008 01:01:00 PM","10/01/2008 10:00:00 AM","","53XX BLOCK OF 24 AV NW","B","B1","3200.3014",-122.387634277,47.667491913,"(47.667491913, -122.387634277)",10,2008
"269202",1562335,2008206382,"X",23,"DRIVE-BY","X","ASSAULT","06/08/2008 02:48:00 AM","06/08/2008 01:29:00 AM","06/08/2008 01:29:00 AM","2XX BLOCK OF 5 AV N","Q","Q3","7200.1024",-122.347602844,47.620323181,"(47.620323181, -122.347602844)",6,2008
"502816",383069,200932601,"2999",0,"PROPERTY DAMAGE - GRAFFITI","2900","PROPERTY DAMAGE","01/27/2009 09:51:00 AM","01/25/2009 09:00:00 AM","","24XX BLOCK OF WESTLAKE AV N","D","D2","6000.1001",-122.342534553,47.64096165,"(47.64096165, -122.342534553)",1,2009
"662276",1371183,2014232245,"5212",0,"WEAPON-POSSESSION","5200","WEAPON","07/16/2014 11:01:00 AM","07/14/2014 06:30:00 PM","","10 AV S / S JACKSON ST","K","K3","9100.1004",-122.319641113,47.599182129,"(47.599182129, -122.319641113)",7,2014
"924506",967211,2011395613,"2203",0,"BURGLARY-FORCE-NONRES","2200","BURGLARY","12/09/2011 02:46:00 PM","12/09/2011 02:46:00 PM","","93XX BLOCK OF 51 AV NE","U","U3","900.2027",-122.273117065,47.695468903,"(47.695468903, -122.273117065)",12,2011
"821232",838809,2013445257,"2399",3,"THEFT-OTH","2300","OTHER PROPERTY","12/12/2013 08:08:00 PM","12/12/2013 06:41:00 PM","","90XX BLOCK OF RAINIER AV S","S","S3","11800.6016",-122.269989014,47.522815704,"(47.522815704, -122.269989014)",12,2013
"817470",834626,2014900093,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","01/07/2014 02:21:00 PM","01/06/2014 07:00:00 PM","01/07/2014 08:05:00 AM","73XX BLOCK OF 9 AV NW","J","J2","3000.1020",-122.368331909,47.682350159,"(47.682350159, -122.368331909)",1,2014
"1088463",1404107,201137781,"5015",2,"WARRARR-MISDEMEANOR","5000","WARRANT ARREST","02/01/2011 10:30:00 AM","02/01/2011 10:30:00 AM","","11XX BLOCK OF E SPRUCE ST","G","G1","8600.3014",-122.317443848,47.603515625,"(47.603515625, -122.317443848)",2,2011
"282549",1225334,2016458688,"2308",0,"THEFT-BUILDING","2300","OTHER PROPERTY","12/22/2016 02:31:00 PM","12/22/2016 12:30:00 PM","12/22/2016 01:30:00 PM","72XX BLOCK OF E GREEN LAKE DR N","J","J3","4600.1000",-122.325965881,47.68050766,"(47.68050766, -122.325965881)",12,2016
"1086125",1401711,201161603,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","02/21/2011 07:40:00 PM","02/21/2011 06:30:00 PM","02/21/2011 07:15:00 PM","110XX BLOCK OF 8 AV NE","L","L2","1200.3000",-122.320602417,47.710395813,"(47.710395813, -122.320602417)",2,2011
"716194",690377,2015258025,"1313",0,"ASSLT-NONAGG","1300","ASSAULT","07/27/2015 02:46:00 PM","07/27/2015 02:46:00 PM","","90XX BLOCK OF DELRIDGE WY SW","F","F2","11402.1007",-122.35962677,47.522335052,"(47.522335052, -122.35962677)",7,2015
"690307",662294,2015908310,"2399",3,"THEFT-OTH","2300","OTHER PROPERTY","12/13/2015 06:20:00 AM","12/12/2015 10:00:00 PM","12/13/2015 05:30:00 AM","95XX BLOCK OF 9 AV NW","J","J1","1702.3004",-122.368721008,47.697208405,"(47.697208405, -122.368721008)",12,2015
"898588",936391,2012902869,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","06/27/2012 08:13:00 AM","06/26/2012 10:00:00 PM","06/27/2012 07:30:00 AM","11XX BLOCK OF 29 AV S","G","G3","8900.2024",-122.29548645,47.592746735,"(47.592746735, -122.29548645)",6,2012
"1064110",1378497,2014233129,"X",36,"INJURY - ACCIDENTAL","X","INJURY","07/16/2014 11:32:00 PM","07/16/2014 10:07:00 PM","","12 AV S / S JACKSON ST","K","K3","9100.1004",-122.317222595,47.599185944,"(47.599185944, -122.317222595)",7,2014
"42647",1074256,2016408099,"5015",1,"WARRARR-FELONY","5000","WARRANT ARREST","11/11/2016 06:41:00 AM","11/11/2016 06:41:00 AM","","10XX BLOCK OF 8 AV","E","E3","8200.2006",-122.328796387,47.60830307,"(47.60830307, -122.328796387)",11,2016
"192347",1484779,2009345745,"X",21,"DISTURBANCE-OTH","X","DISTURBANCE","09/30/2009 04:29:00 PM","09/30/2009 04:29:00 PM","","102XX BLOCK OF 8 AV NE","L","L2","1200.2003",-122.32043457,47.702667236,"(47.702667236, -122.32043457)",9,2009
"619332",1237559,2017260110,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","07/17/2017 10:59:00 AM","07/15/2017 08:30:00 PM","07/15/2017 09:45:00 PM","1 AV / VINE ST","D","D1","8001.1010",-122.349685669,47.615245819,"(47.615245819, -122.349685669)",7,2017
"874654",902734,201652913,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","02/13/2016 09:44:00 AM","02/12/2016 08:00:00 PM","02/13/2016 07:00:00 AM","37XX BLOCK OF 37 AV SW","W","W2","9800.3001",-122.378189087,47.570583344,"(47.570583344, -122.378189087)",2,2016
"443325",313277,201069677,"2999",0,"PROPERTY DAMAGE - GRAFFITI","2900","PROPERTY DAMAGE","03/02/2010 10:26:00 AM","03/01/2010 05:00:00 PM","03/02/2010 09:00:00 AM","9XX BLOCK OF NW LEARY WY","B","B2","4700.2035",-122.369417043,47.663655973,"(47.663655973, -122.369417043)",3,2010
"97254",1444401,2010169830,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","05/23/2010 11:23:00 AM","05/22/2010 05:45:00 PM","05/22/2010 11:59:00 PM","LENORA ST / 1 AV","D","D1","8002.2006",-122.343917847,47.61183548,"(47.61183548, -122.343917847)",5,2010
"200085",1492597,2009288528,"1206",0,"ROBBERY-STREET-BODYFORCE","1200","ROBBERY","08/16/2009 01:36:00 AM","08/16/2009 01:36:00 AM","","7XX BLOCK OF BELLEVUE AV E","C","C1","6500.2010",-122.326576233,47.626041412,"(47.626041412, -122.326576233)",8,2009
"627733",1251283,2017287579,"5015",2,"WARRARR-MISDEMEANOR","5000","WARRANT ARREST","08/05/2017 05:29:00 AM","08/05/2017 04:37:00 AM","","7XX BLOCK OF BROADWAY","E","E3","8400.2012",-122.320755005,47.608657837,"(47.608657837, -122.320755005)",8,2017
"233777",1527414,20096955,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","01/06/2009 06:50:00 PM","01/06/2009 08:15:00 AM","01/06/2009 05:45:00 PM","2 AV / VIRGINIA ST","M","M1","8002.1004",-122.341751099,47.611732483,"(47.611732483, -122.341751099)",1,2009
"20940",1053226,2016233138,"5707",0,"TRESPASS","5700","TRESPASS","06/30/2016 05:10:00 PM","06/30/2016 05:00:00 PM","06/30/2016 05:10:00 PM","11XX BLOCK OF 10 AV E","C","C1","6500.1030",-122.320213318,47.629581451,"(47.629581451, -122.320213318)",6,2016
"43250",1074790,2016397804,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","11/03/2016 07:19:00 AM","11/02/2016 07:00:00 PM","11/03/2016 07:00:00 AM","4XX BLOCK OF SENECA ST","K","K1","8100.2022",-122.333656311,47.607746124,"(47.607746124, -122.333656311)",11,2016
"239967",1533823,2008444291,"X",69,"VEH-RCVD-FOR OTHER AGENCY","X","VEHICLE THEFT","11/27/2008 12:21:00 PM","11/27/2008 12:21:00 PM","","17XX BLOCK OF 22 AV S","R","R2","9400.2044",-122.303863525,47.588062286,"(47.588062286, -122.303863525)",11,2008
"1053665",1350429,2018829,"5016",1,"VIOL-COURT ORDER","5000","VIOLATION OF COURT ORDER","01/01/2018 04:59:00 PM","01/01/2018 04:59:00 PM","","96XX BLOCK OF 27 AV NW","J","J1","1500.1007",-122.392318726,47.698986053,"(47.698986053, -122.392318726)",1,2018
"932618",978338,2011330951,"2903",0,"PROPERTY DAMAGE-NON RESIDENTIA","2900","PROPERTY DAMAGE","10/08/2011 08:02:00 PM","10/07/2011 07:00:00 PM","10/08/2011 10:30:00 AM","8XX BLOCK OF NW 80 ST","J","J2","3000.1007",-122.367805481,47.686927795,"(47.686927795, -122.367805481)",10,2011
"710407",682739,2015304695,"1205",0,"ROBBERY-STREET-WEAPON","1200","ROBBERY","08/31/2015 01:28:00 PM","08/29/2015 02:00:00 AM","","73XX BLOCK OF ROOSEVELT WY NE","U","U1","2600.2018",-122.317466736,47.681892395,"(47.681892395, -122.317466736)",8,2015
"878244",907163,2012388846,"X",21,"DISTURBANCE-OTH","X","DISTURBANCE","11/12/2012 10:25:00 PM","11/12/2012 10:25:00 PM","","42XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.3008",-122.313186646,47.659053802,"(47.659053802, -122.313186646)",11,2012
"173135",1198424,2017168487,"2699",1,"FRAUD-OTHER","2600","FRAUD","05/13/2017 03:56:00 PM","05/13/2017 03:56:00 PM","","2XX BLOCK OF BROADWAY E","E","E1","7402.1000",-122.320884705,47.620491028,"(47.620491028, -122.320884705)",5,2017
"251108",1544948,2008351992,"2404",1,"VEH-THEFT-AUTO","2400","VEHICLE THEFT","09/19/2008 06:58:00 AM","09/18/2008 05:00:00 PM","09/19/2008 05:30:00 AM","143XX BLOCK OF 30 AV NE","L","L1","100.4001",-122.296524048,47.733249664,"(47.733249664, -122.296524048)",9,2008
"849266",872110,2013200783,"2399",1,"THEFT-BICYCLE","2300","BIKE THEFT","06/10/2013 08:21:00 PM","06/10/2013 05:30:00 PM","06/10/2013 08:10:00 PM","4 AV / UNION ST","M","M3","8100.2010",-122.335777283,47.609218597,"(47.609218597, -122.335777283)",6,2013
"215259",1508218,2009161343,"2399",3,"THEFT-OTH","2300","OTHER PROPERTY","05/12/2009 12:28:00 PM","05/01/2009 10:00:00 AM","","9 AV N / JOHN ST","D","D2","7200.1045",-122.339782715,47.61971283,"(47.61971283, -122.339782715)",5,2009
"558319",444866,200841349,"5015",2,"WARRARR-MISDEMEANOR","5000","WARRANT ARREST","02/01/2008 04:42:00 AM","02/01/2008 04:42:00 AM","","49XX BLOCK OF RAINIER AV S","R","R3","10300.5008",-122.284836997,47.557444562,"(47.557444562, -122.284836997)",2,2008
"567098",536177,2009414335,"2202",0,"BURGLARY-FORCE-RES","2200","BURGLARY","11/29/2009 06:01:00 PM","11/29/2009 01:00:00 PM","11/29/2009 04:00:00 PM","12XX BLOCK OF S CHARLESTOWN ST","R","R1","9300.3111",-122.316342968,47.569859153,"(47.569859153, -122.316342968)",11,2009
"1035810",1291223,2017362442,"5499",0,"TRAFFIC","5400","TRAFFIC","09/29/2017 12:11:00 PM","09/29/2017 11:40:00 AM","09/29/2017 11:40:00 AM","15XX BLOCK OF 12 AV","E","E2","7500.4006",-122.316848755,47.614685059,"(47.614685059, -122.316848755)",9,2017
"858467",882594,2013116033,"1313",0,"ASSLT-NONAGG","1300","ASSAULT","04/06/2013 07:49:00 PM","04/06/2013 07:49:00 PM","","NW 49 ST / 15 AV NW","B","B1","4700.2037",-122.376319885,47.664390564,"(47.664390564, -122.376319885)",4,2013
"887767",919764,2016221179,"2303",0,"THEFT-SHOPLIFT","2300","SHOPLIFTING","06/21/2016 07:01:00 PM","06/21/2016 06:50:00 PM","","5XX BLOCK OF DENNY WY","Q","Q3","7200.1074",-122.345840454,47.618564606,"(47.618564606, -122.345840454)",6,2016
"345072",1609228,201891626,"2799",0,"EMBEZZLE","2700","EMBEZZLE","03/14/2018 11:40:00 AM","12/20/2017 11:40:00 AM","03/03/2018 11:40:00 AM","22XX BLOCK OF 4 AV","D","D1","7200.1069",-122.343284607,47.61498642,"(47.61498642, -122.343284607)",3,2018
"1037972",1298206,2017375366,"X",21,"DISTURBANCE-OTH","X","DISTURBANCE","10/09/2017 08:47:00 AM","10/09/2017 08:47:00 AM","","22XX BLOCK OF 3 AV","D","D1","7200.1069",-122.344146729,47.614318848,"(47.614318848, -122.344146729)",10,2017
"951910",1010068,2016275786,"X",69,"VEH-RCVD-FOR OTHER AGENCY","X","VEHICLE THEFT","08/01/2016 08:31:00 AM","08/01/2016 08:31:00 AM","","59XX BLOCK OF 4 AV S","O","O3","10900.2067",-122.329582214,47.549255371,"(47.549255371, -122.329582214)",8,2016
"532695",416769,2008264271,"X",70,"NARC-FOUND-MARIJU","X","NARCOTICS","07/18/2008 04:09:00 PM","07/18/2008 03:34:00 PM","","45XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.2009",-122.313115708,47.662180578,"(47.662180578, -122.313115708)",7,2008
"904323",943221,2012151263,"2903",0,"PROPERTY DAMAGE-NON RESIDENTIA","2900","PROPERTY DAMAGE","05/16/2012 08:36:00 PM","05/16/2012 08:13:00 PM","","1XX BLOCK OF EASTLAKE AV E","D","D3","7300.2000",-122.32913208,47.619125366,"(47.619125366, -122.32913208)",5,2012
"179345",1477700,2009391964,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","11/09/2009 08:10:00 AM","11/08/2009 06:00:00 PM","11/08/2009 07:00:00 PM","135XX BLOCK OF AURORA AV N","N","N2","600.1004",-122.345024109,47.727767944,"(47.727767944, -122.345024109)",11,2009
"735198",712622,2015100465,"2399",3,"THEFT-OTH","2300","OTHER PROPERTY","03/27/2015 10:51:00 PM","03/27/2015 10:41:00 PM","","14XX BLOCK OF E JOHN ST","C","C1","7500.1010",-122.313911438,47.619960785,"(47.619960785, -122.313911438)",3,2015
"1095391",1411417,2010431436,"2303",0,"THEFT-SHOPLIFT","2300","SHOPLIFTING","12/15/2010 03:24:00 PM","12/15/2010 03:24:00 PM","","73XX BLOCK OF DELRIDGE WY SW","F","F1","10701.2011",-122.361297607,47.53604126,"(47.53604126, -122.361297607)",12,2010
"517772",400123,2008389166,"1313",0,"ASSLT-NONAGG","1300","ASSAULT","10/16/2008 12:12:00 PM","10/16/2008 12:00:00 PM","10/16/2008 12:12:00 PM","97XX BLOCK OF 51 AV S","S","S3","11700.4009",-122.270042689,47.513639074,"(47.513639074, -122.270042689)",10,2008
"1011588",1216544,201333007,"2606",1,"FRAUD-CHECK","2600","FRAUD","01/29/2013 03:09:00 PM","01/29/2013 03:09:00 PM","01/29/2013 03:09:00 PM","23XX BLOCK OF E UNION ST","C","C3","7700.3017",-122.302062988,47.612941742,"(47.612941742, -122.302062988)",1,2013
"593543",1650544,2018153358,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","05/01/2018 06:01:00 AM","05/01/2018 06:01:00 AM","","3XX BLOCK OF NW 80 ST","J","J2","2900.1018",-122.361984253,47.68693924,"(47.68693924, -122.361984253)",5,2018
"712315",685172,2015905386,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","08/19/2015 02:59:00 PM","08/11/2015 01:00:00 AM","08/11/2015 07:00:00 AM","21XX BLOCK OF W RUFFNER ST","Q","Q1","5801.1005",-122.383956909,47.652153015,"(47.652153015, -122.383956909)",8,2015
"762904",744788,2014317851,"2903",0,"PROPERTY DAMAGE-NON RESIDENTIA","2900","PROPERTY DAMAGE","09/22/2014 08:31:00 PM","09/12/2014 12:00:00 PM","09/22/2014 08:30:00 PM","15XX BLOCK OF QUEEN ANNE AV N","Q","Q2","6800.2026",-122.356994629,47.632904053,"(47.632904053, -122.356994629)",9,2014
"126042",1154614,201793013,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","03/16/2017 09:19:00 AM","03/16/2017 08:44:00 AM","","85XX BLOCK OF FREMONT AV N","J","J1","1701.1000",-122.349914551,47.690940857,"(47.690940857, -122.349914551)",3,2017
"150156",1177363,2017136034,"2999",0,"PROPERTY DAMAGE - GRAFFITI","2900","PROPERTY DAMAGE","04/19/2017 04:31:00 AM","04/06/2017 11:29:00 PM","","45XX BLOCK OF 17 AV NE","U","U2","5301.1005",-122.309700012,47.662158966,"(47.662158966, -122.309700012)",4,2017
"565426",889517,201364057,"2202",0,"BURGLARY-FORCE-RES","2200","BURGLARY","02/24/2013 09:25:00 PM","02/22/2013 04:00:00 PM","02/24/2013 04:00:00 PM","22XX BLOCK OF YALE AV E","D","D3","6600.2003",-122.327110291,47.638988495,"(47.638988495, -122.327110291)",2,2013
"345023",1306684,2017393216,"2902",0,"PROPERTY DAMAGE-RESIDENTIAL","2900","PROPERTY DAMAGE","10/23/2017 07:24:00 AM","10/23/2017 07:20:00 AM","","64XX BLOCK OF CALIFORNIA AV SW","W","W3","10600.3004",-122.387207031,47.545681,"(47.545681, -122.387207031)",10,2017
"629901",1255210,2017262684,"2902",0,"PROPERTY DAMAGE-RESIDENTIAL","2900","PROPERTY DAMAGE","07/19/2017 02:09:00 AM","07/19/2017 02:08:00 AM","","137XX BLOCK OF 1 AV NE","N","N2","300.1019",-122.328872681,47.729537964,"(47.729537964, -122.328872681)",7,2017
"25018",1419255,2010376662,"2304",1,"THEFT-AUTOACC","2300","OTHER PROPERTY","10/28/2010 02:42:00 PM","10/28/2010 02:42:00 PM","","15XX BLOCK OF MAGNOLIA BV W","Q","Q1","5600.3008",-122.399993896,47.63489151,"(47.63489151, -122.399993896)",10,2010
"672816",1542053,201854098,"2404",1,"VEH-THEFT-AUTO","2400","VEHICLE THEFT","02/13/2018 04:39:00 AM","02/12/2018 05:00:00 AM","02/13/2018 04:30:00 AM","23XX BLOCK OF S DEAN CT","S","S1","10402.3013",-122.302879333,47.551799774,"(47.551799774, -122.302879333)",2,2018
"652036",1359979,2017384646,"1205",0,"ROBBERY-STREET-WEAPON","1200","ROBBERY","10/16/2017 01:28:00 PM","10/16/2017 01:28:00 PM","","12XX BLOCK OF S LANDER ST","R","R1","9300.3000",-122.316345215,47.579483032,"(47.579483032, -122.316345215)",10,2017
"824187",842285,2013421091,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","11/21/2013 02:48:00 PM","11/20/2013 11:30:00 PM","11/21/2013 08:15:00 AM","38XX BLOCK OF WHITMAN AV N","B","B3","5400.4018",-122.345962524,47.653438568,"(47.653438568, -122.345962524)",11,2013
"151376",1178398,2017138818,"X",47,"PROPERTY FOUND","X","STOLEN PROPERTY","04/21/2017 08:32:00 AM","04/21/2017 08:32:00 AM","","4XX BLOCK OF MINOR AV N","D","D3","7300.1020",-122.333000183,47.622543335,"(47.622543335, -122.333000183)",4,2017
"173538",1596174,2016279375,"5707",0,"TRESPASS","5700","TRESPASS","08/03/2016 06:48:00 PM","08/03/2016 06:48:00 PM","","1XX BLOCK OF N 84 ST","J","J2","2900.1000",-122.356636047,47.689834595,"(47.689834595, -122.356636047)",8,2016
"507960",388635,2008470918,"2203",0,"BURGLARY-FORCE-NONRES","2200","BURGLARY","12/19/2008 08:31:00 AM","12/18/2008 06:00:00 PM","12/19/2008 03:00:00 AM","59XX BLOCK OF 24 AV NW","B","B1","3200.2007",-122.387587183,47.672009601,"(47.672009601, -122.387587183)",12,2008
"587612",1644613,2014430488,"2606",1,"FRAUD-CHECK","2600","FRAUD","12/31/2014 09:48:00 AM","12/31/2014 09:00:00 AM","","5XX BLOCK OF E PIKE ST","E","E3","8400.1011",-122.324989319,47.614089966,"(47.614089966, -122.324989319)",12,2014
"1018719",1235630,2016442599,"1313",0,"ASSLT-NONAGG","1300","ASSAULT","12/09/2016 02:48:00 PM","12/09/2016 02:46:00 PM","","57XX BLOCK OF 22 AV NW","B","B1","4700.4004",-122.384742737,47.670547485,"(47.670547485, -122.384742737)",12,2016
"634960",1239275,2017905171,"2308",0,"THEFT-BUILDING","2300","OTHER PROPERTY","06/10/2017 02:54:00 PM","06/09/2017 11:00:00 PM","06/10/2017 01:00:00 AM","9XX BLOCK OF E PIKE ST","E","E2","7500.4016",-122.320114136,47.614078522,"(47.614078522, -122.320114136)",6,2017
"1034913",1287967,2017331064,"2304",2,"THEFT-LICENSE PLATE","2300","OTHER PROPERTY","09/06/2017 07:54:00 AM","08/23/2017 07:00:00 AM","09/05/2017 12:00:00 PM","66XX BLOCK OF 42 AV S","S","S2","11101.4012",-122.280784607,47.542793274,"(47.542793274, -122.280784607)",9,2017
"861936",886780,201385438,"2599",0,"COUNTERFEIT","2500","COUNTERFEIT","03/13/2013 01:31:00 PM","03/13/2013 12:45:00 PM","","18XX BLOCK OF 8 AV","M","M2","7300.3030",-122.33467865,47.614505768,"(47.614505768, -122.33467865)",3,2013
"285900",1577855,200877942,"2204",0,"BURGLARY-NOFORCE-RES","2200","BURGLARY","02/29/2008 11:58:00 AM","02/28/2008 09:30:00 PM","02/29/2008 09:30:00 AM","6XX BLOCK OF NW 58 ST","B","B2","3400.3004",-122.364555359,47.670886993,"(47.670886993, -122.364555359)",2,2008
"474123",348927,2009290123,"5015",2,"WARRARR-MISDEMEANOR","5000","WARRANT ARREST","08/17/2009 12:48:00 PM","08/17/2009 12:48:00 PM","","13XX BLOCK OF NE 65 ST","U","U1","2600.3014",-122.313740032,47.675798772,"(47.675798772, -122.313740032)",8,2009
"53245",1083875,2016307542,"2804",0,"PROPERTY STOLEN-POSSESS","2800","STOLEN PROPERTY","08/25/2016 01:50:00 PM","08/25/2016 01:45:00 PM","","23XX BLOCK OF N 158 ST","99","99","NULL",-122.331481934,47.743721008,"(47.743721008, -122.331481934)",8,2016
"251275",1545102,2008352416,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","09/19/2008 02:07:00 PM","09/18/2008 08:00:00 PM","09/19/2008 08:00:00 AM","6XX BLOCK OF N 62 ST","B","B2","3500.2028",-122.35067749,47.673873901,"(47.673873901, -122.35067749)",9,2008
"844964",867039,2013241020,"2204",0,"BURGLARY-NOFORCE-RES","2200","BURGLARY","07/08/2013 12:31:00 PM","07/07/2013 06:00:00 PM","07/08/2013 12:00:00 PM","85XX BLOCK OF 30 AV NW","J","J1","1500.2007",-122.39591217,47.691841125,"(47.691841125, -122.39591217)",7,2013
"56481",1086856,2016436329,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","12/04/2016 01:42:00 PM","12/01/2016 06:00:00 PM","12/02/2016 06:00:00 AM","60XX BLOCK OF FAUNTLEROY WY SW","W","W3","10600.2013",-122.383110046,47.547534943,"(47.547534943, -122.383110046)",12,2016
"486209",363212,2009180986,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","05/27/2009 09:32:00 AM","05/26/2009 09:00:00 PM","05/27/2009 08:00:00 AM","6 AV / BLANCHARD ST","D","D2","7200.1057",-122.340915838,47.615928764,"(47.615928764, -122.340915838)",5,2009
"140125",1462560,201031648,"5015",2,"WARRARR-MISDEMEANOR","5000","WARRANT ARREST","01/28/2010 09:36:00 AM","01/28/2010 09:36:00 AM","","14XX BLOCK OF 3 AV","M","M3","8100.2015",-122.337341309,47.60925293,"(47.60925293, -122.337341309)",1,2010
"627829",1251392,2017287737,"2404",1,"VEH-THEFT-AUTO","2400","VEHICLE THEFT","08/05/2017 09:55:00 AM","08/05/2017 08:10:00 AM","08/05/2017 08:40:00 AM","8XX BLOCK OF CHERRY ST","E","E3","8500.1021",-122.325958252,47.60603714,"(47.60603714, -122.325958252)",8,2017
"604592",1203579,2013151959,"3532",0,"NARC-POSSESS-COCAINE","3500","NARCOTICS","05/06/2013 01:19:00 PM","05/06/2013 12:31:00 PM","","7XX BLOCK OF UNION ST","M","M2","8200.1018",-122.332145691,47.61076355,"(47.61076355, -122.332145691)",5,2013
"487570",364858,2009169071,"2604",0,"FRAUD-IDENTITY THEFT","2600","FRAUD","05/18/2009 11:32:00 AM","03/28/2009 10:00:00 AM","","5XX BLOCK OF MINOR AV N","D","D3","7300.1016",-122.33300331,47.623692343,"(47.623692343, -122.33300331)",5,2009
"810757",823111,2016903668,"2399",3,"THEFT-OTH","2300","OTHER PROPERTY","05/22/2016 09:19:00 PM","05/22/2016 02:00:00 PM","05/22/2016 03:00:00 PM","5 AV S / S JACKSON ST","K","K3","9200.1012",-122.327667236,47.599193573,"(47.599193573, -122.327667236)",5,2016
"639887",1338809,2017450985,"2399",3,"THEFT-OTH","2300","OTHER PROPERTY","12/08/2017 03:52:00 AM","12/07/2017 08:13:00 AM","","46XX BLOCK OF S WILLOW ST","S","S2","11101.1004",-122.273391724,47.540687561,"(47.540687561, -122.273391724)",12,2017
